ID,GenderSelect,Country,Age,CurrentJobTitleSelect,LanguageRecommendationSelect,FormalEducation,Tenure,MLSkillsSelect,MLTechniquesSelect,EmployerSize,WorkChallengeFrequencyExplaining,WorkChallengeFrequencyTalent,WorkChallengeFrequencyClarity,WorkChallengeFrequencyDataAccess,CompensationScore,WorkMLTeamSeatSelect,RemoteWork,JobSatisfaction,Continent,Income,IncomeCurrency
85,Female,Taiwan,23.0,Data Analyst,Python,Bachelor's degree,1 to 2 years,"Recommendation Engines,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",500 to 999 employees,,Most of the time,,,0.0,Central Insights Team,Never,1,AS_,75436,euro
86,Male,Other,26.0,Engineer,SQL,Master's degree,3 to 5 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series","Ensemble Methods,Gradient Boosting,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)",100 to 499 employees,,Often,,,8.0,IT Department,,4,Other_,110729,euro
87,Male,United States of America,33.0,Data Scientist,Python,Doctoral degree,6 to 10 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)","5,000 to 9,999 employees",,,,,7.0,Other,Sometimes,4,NA_,155532,dollar
88,Female,United States of America,27.0,Statistician,Python,Master's degree,3 to 5 years,Supervised Machine Learning (Tabular Data),Logistic Regression,"10,000 or more employees",,Sometimes,,,,Standalone Team,,6,NA_,136709,dollar
89,Male,United States of America,32.0,Statistician,R,Master's degree,6 to 10 years,"Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression",I don't know,,,Sometimes,Sometimes,3.0,Standalone Team,Sometimes,9,NA_,121373,dollar
90,Male,Russia,32.0,Business Analyst,SQL,Master's degree,More than 10 years,Supervised Machine Learning (Tabular Data),Logistic Regression,,,Sometimes,,,8.0,Other,Sometimes,8,EU_,106504,euro
91,Male,India,40.0,Statistician,R,Master's degree,6 to 10 years,"Machine Translation,Reinforcement learning,Survival Analysis,Time Series","Bayesian Techniques,Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression,Support Vector Machines (SVMs)",20 to 99 employees,Sometimes,Sometimes,,,8.0,Standalone Team,Sometimes,10,AS_,103310,euro
92,Male,United States of America,29.0,Other,Python,Bachelor's degree,6 to 10 years,Time Series,Decision Trees - Random Forests,100 to 499 employees,,Often,,,8.0,Central Insights Team,Sometimes,9,NA_,98727,dollar
93,Male,France,29.0,Scientist/Researcher,Python,Doctoral degree,6 to 10 years,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Survival Analysis,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",500 to 999 employees,,Often,,Often,,Central Insights Team,Sometimes,6,EU_,98472,euro
94,Male,India,30.0,Machine Learning Engineer,Matlab,Master's degree,1 to 2 years,Time Series,Evolutionary Approaches,100 to 499 employees,,,,,8.0,Other,Sometimes,8,AS_,113164,euro
95,Male,Germany,35.0,Machine Learning Engineer,Python,Master's degree,More than 10 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series,Other (please specify; separate by semi-colon)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Evolutionary Approaches,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)",20 to 99 employees,,,,,,Standalone Team,Sometimes,10,EU_,101463,euro
96,Female,Nigeria,24.0,Other,Python,Bachelor's degree,1 to 2 years,"Computer Vision,Natural Language Processing,Reinforcement learning,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Ensemble Methods,Support Vector Machines (SVMs)","1,000 to 4,999 employees",,Sometimes,,,8.0,IT Department,Rarely,7,AF_,68460,euro
97,Male,United States of America,45.0,Software Developer/Software Engineer,R,Master's degree,3 to 5 years,"Outlier detection (e.g. Fraud detection),Reinforcement learning,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression",500 to 999 employees,Sometimes,Most of the time,Often,,8.0,Business Department,Sometimes,6,NA_,168800,dollar
98,Male,Russia,46.0,Scientist/Researcher,R,Doctoral degree,3 to 5 years,Time Series,Decision Trees - Random Forests,"1,000 to 4,999 employees",,,,Sometimes,8.0,IT Department,Sometimes,8,EU_,123723,euro
99,Male,Finland,37.0,Software Developer/Software Engineer,Python,Doctoral degree,3 to 5 years,Computer Vision,"Decision Trees - Random Forests,Ensemble Methods,Hidden Markov Models HMMs,Neural Networks - CNNs,Support Vector Machines (SVMs)","10,000 or more employees",,,,,4.0,Standalone Team,Rarely,6,EU_,132248,euro
100,Female,Chile,26.0,Computer Scientist,Python,Master's degree,Less than a year,"Supervised Machine Learning (Tabular Data),Other (please specify; separate by semi-colon)","Decision Trees - Gradient Boosted Machines,Evolutionary Approaches,Logistic Regression,Neural Networks - CNNs",20 to 99 employees,,Sometimes,,,8.0,Standalone Team,Rarely,9,SA_,113708,euro
101,Male,Canada,52.0,Software Developer/Software Engineer,Python,Bachelor's degree,1 to 2 years,"Recommendation Engines,Supervised Machine Learning (Tabular Data)","Gradient Boosting,Logistic Regression",100 to 499 employees,,,,,2.0,Standalone Team,Always,8,NA_,76740,dollar
102,Male,Belgium,43.0,Data Scientist,Python,Master's degree,6 to 10 years,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Support Vector Machines (SVMs)","5,000 to 9,999 employees",Sometimes,Often,Often,Often,,IT Department,Sometimes,6,EU_,129675,euro
103,Female,Switzerland,31.0,Researcher,R,Doctoral degree,6 to 10 years,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression",100 to 499 employees,Often,,Often,Sometimes,3.0,IT Department,Rarely,9,EU_,128674,euro
104,Male,United Kingdom,32.0,Data Scientist,Python,Doctoral degree,More than 10 years,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",20 to 99 employees,Often,Often,,,2.0,Standalone Team,Never,7,EU_,147771,euro
105,Female,United States of America,56.0,Data Scientist,Python,Doctoral degree,3 to 5 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)","1,000 to 4,999 employees",,Sometimes,Most of the time,,6.0,IT Department,Sometimes,7,NA_,181424,dollar
106,Female,Germany,27.0,Scientist/Researcher,Python,Master's degree,6 to 10 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Logistic Regression,Other (please specify; separate by semi-colon)",10 to 19 employees,,,Sometimes,Sometimes,1.0,Standalone Team,Sometimes,7,EU_,93430,euro
107,Male,Netherlands,62.0,Scientist/Researcher,R,Master's degree,More than 10 years,,"Bayesian Techniques,Decision Trees - Random Forests,Logistic Regression","10,000 or more employees",,Sometimes,,Most of the time,,Business Department,Always,8,EU_,118225,euro
108,Male,India,25.0,Business Analyst,Python,Bachelor's degree,1 to 2 years,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",20 to 99 employees,,,,,8.0,Business Department,Sometimes,7,AS_,56825,euro
109,Male,Philippines,29.0,Scientist/Researcher,Python,Master's degree,3 to 5 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)","Logistic Regression,Neural Networks - RNNs",10 to 19 employees,,Often,,Most of the time,8.0,Standalone Team,Rarely,7,AS_,91725,euro
110,Male,Ireland,35.0,Computer Scientist,Python,Master's degree,3 to 5 years,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression","1,000 to 4,999 employees",,,Most of the time,,1.0,Standalone Team,Sometimes,7,EU_,123499,euro
111,Male,Other,24.0,Software Developer/Software Engineer,Python,Other,Less than a year,Recommendation Engines,Decision Trees - Random Forests,20 to 99 employees,,,,Most of the time,,Central Insights Team,,3,Other_,55309,euro
112,Male,Ireland,43.0,Machine Learning Engineer,Scala,Doctoral degree,6 to 10 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Neural Networks - CNNs",,Most of the time,Often,,Often,,IT Department,Rarely,8,EU_,149876,euro
113,Male,India,27.0,Predictive Modeler,SAS,Master's degree,6 to 10 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series","Decision Trees - Random Forests,Logistic Regression","10,000 or more employees",,Often,,,8.0,Business Department,Rarely,6,AS_,126079,euro
114,Male,Hong Kong,30.0,Data Scientist,R,Master's degree,3 to 5 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",100 to 499 employees,,,,,0.0,Business Department,Rarely,9,AS_,117756,euro
115,Male,Italy,30.0,Scientist/Researcher,Python,Doctoral degree,6 to 10 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)","10,000 or more employees",,Sometimes,,,2.0,IT Department,Sometimes,8,EU_,141620,euro
116,Male,France,63.0,Data Analyst,R,Other,6 to 10 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Support Vector Machines (SVMs)","10,000 or more employees",,,,,,Other,Sometimes,5,EU_,92670,euro
117,Male,United States of America,30.0,Data Scientist,Python,Doctoral degree,6 to 10 years,"Computer Vision,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning,Other (please specify; separate by semi-colon)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)","10,000 or more employees",Most of the time,Often,,,4.0,Business Department,Never,3,NA_,151877,dollar
118,Male,United States of America,23.0,Researcher,Python,Other,1 to 2 years,,,Fewer than 10 employees,Sometimes,Often,,,0.0,Standalone Team,Sometimes,7,NA_,114369,dollar
119,Female,United States of America,33.0,Researcher,Stata,Master's degree,3 to 5 years,Time Series,Logistic Regression,"1,000 to 4,999 employees",,,Most of the time,Most of the time,,Other,Sometimes,8,NA_,127348,dollar
120,Male,Germany,30.0,Machine Learning Engineer,Python,Doctoral degree,1 to 2 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs",20 to 99 employees,,Sometimes,,Most of the time,3.0,Other,Rarely,7,EU_,129674,euro
121,Male,India,27.0,Software Developer/Software Engineer,Python,Master's degree,1 to 2 years,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data)","Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)",20 to 99 employees,,Most of the time,,,8.0,Other,Sometimes,4,AS_,111914,euro
122,Male,South Korea,30.0,Computer Scientist,R,Master's degree,1 to 2 years,"Computer Vision,Natural Language Processing,Supervised Machine Learning (Tabular Data)","Hidden Markov Models HMMs,Markov Logic Networks",20 to 99 employees,,Often,,,0.0,IT Department,,7,AS_,118803,euro
123,Female,Pakistan,42.0,Machine Learning Engineer,R,Master's degree,Less than a year,"Machine Translation,Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs",100 to 499 employees,,,,Most of the time,8.0,Standalone Team,Never,1,AS_,139485,euro
124,Male,United States of America,42.0,Data Scientist,Python,Master's degree,More than 10 years,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)","10,000 or more employees",Often,Most of the time,,,5.0,Standalone Team,Rarely,5,NA_,153022,dollar
125,Male,United States of America,28.0,Business Analyst,R,Master's degree,Less than a year,Supervised Machine Learning (Tabular Data),Logistic Regression,"10,000 or more employees",,Often,,,4.0,Standalone Team,Rarely,6,NA_,100778,dollar
126,Male,France,39.0,Other,Python,Master's degree,6 to 10 years,Supervised Machine Learning (Tabular Data),Logistic Regression,"1,000 to 4,999 employees",,,,,4.0,IT Department,,6,EU_,128994,euro
127,Male,United Kingdom,35.0,Scientist/Researcher,R,Doctoral degree,1 to 2 years,Other (please specify; separate by semi-colon),Decision Trees - Random Forests,"1,000 to 4,999 employees",,,Often,,1.0,Other,Sometimes,7,EU_,159068,euro
128,Male,Russia,30.0,Data Scientist,Python,Other,1 to 2 years,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",20 to 99 employees,,Often,,,8.0,Business Department,Rarely,8,EU_,86523,euro
129,Male,United States of America,27.0,Other,SQL,Bachelor's degree,Less than a year,,Logistic Regression,"1,000 to 4,999 employees",,,,,2.0,Other,Sometimes,8,NA_,72484,dollar
130,Female,Switzerland,28.0,Engineer,Python,Master's degree,3 to 5 years,"Computer Vision,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",10 to 19 employees,,,,,3.0,IT Department,Rarely,3,EU_,126899,euro
131,Male,Brazil,35.0,Data Scientist,Python,Master's degree,1 to 2 years,Computer Vision,"Decision Trees - Gradient Boosted Machines,Ensemble Methods,Neural Networks - CNNs","10,000 or more employees",,,,Most of the time,8.0,IT Department,Never,7,SA_,132613,euro
